parent_theme_name,decade,rgb,color_name,part_quantity
Racers,2000,6D6E5C,Dark Gray,456.0
Racers,2000,720E0F,Dark Red,5.0
Racers,2000,81007B,Purple,6.0
Racers,2000,845E84,Sand Purple,2.0
Racers,2000,84B68D,Trans-Green,40.0
Racers,2000,898788,Flat Silver,165.0
Racers,2000,958A73,Dark Tan,18.0
Racers,2000,9BA19D,Light Gray,1517.0
Racers,2000,9CA3A8,Pearl Light Gray,122.0
Racers,2000,A0A5A9,Light Bluish Gray,3843.0
Racers,2000,A5A9B4,Metallic Silver,257.0
Racers,2000,AEEFEC,Trans-Light Blue,55.0
Racers,2000,B4D2E3,Light Blue,5.0
Racers,2000,BBA53D,Chrome Gold,1.0
Racers,2000,BBE90B,Lime,395.0
Racers,2000,BDC6AD,Glow In Dark Trans,41.0
Racers,2000,C7D23C,Medium Lime,2.0
Racers,2000,C870A0,Dark Pink,1.0
Racers,2000,C91A09,Red,6909.0
Racers,2000,C91A09,Trans-Red,376.0
Racers,2000,CFE2F7,Trans-Medium Blue,4.0
Racers,2000,D4D5C9,Glow In Dark Opaque,1.0
Racers,2000,DBAC34,Metallic Gold,2.0
Racers,2000,E0E0E0,Chrome Silver,9.0
Racers,2000,E4CD9E,Tan,332.0
Racers,2000,F08F1C,Trans-Orange,50.0
Racers,2000,F2CD37,Yellow,2052.0
Racers,2000,F5CD2F,Trans-Yellow,83.0
Racers,2000,F6D7B3,Light Flesh,21.0
Racers,2000,F8F184,Trans-Neon Green,64.0
Racers,2000,FCFCFC,Trans-Clear,151.0
Racers,2000,FE8A18,Orange,405.0
Racers,2000,FF800D,Trans-Neon Orange,33.0
Racers,2000,FFA70B,Medium Orange,29.0
Racers,2000,FFFFFF,White,2475.0
Racers,2010,0020A0,Trans-Dark Blue,31.0
Racers,2010,0055BF,Blue,429.0
Racers,2010,05131D,Black,2053.0
Racers,2010,05131D,[No Color],18.0
Racers,2010,0A3463,Dark Blue,80.0
Racers,2010,184632,Dark Green,2.0
Racers,2010,237841,Green,59.0
Racers,2010,352100,Dark Brown,1.0
Racers,2010,582A12,Reddish Brown,8.0
Racers,2010,5A93DB,Medium Blue,13.0
Racers,2010,635F52,Trans-Black,28.0
Racers,2010,6C6E68,Dark Bluish Gray,577.0
Racers,2010,720E0F,Dark Red,12.0
Racers,2010,84B68D,Trans-Green,10.0
Racers,2010,958A73,Dark Tan,17.0
Racers,2010,9CA3A8,Pearl Light Gray,49.0
Racers,2010,A0A5A9,Light Bluish Gray,669.0
Racers,2010,A5A9B4,Metallic Silver,17.0
Racers,2010,AA7F2E,Pearl Gold,2.0
Racers,2010,BBE90B,Lime,240.0
Racers,2010,C91A09,Red,460.0
Racers,2010,C91A09,Trans-Red,97.0
Racers,2010,CFE2F7,Trans-Medium Blue,2.0
Racers,2010,E4CD9E,Tan,50.0
Racers,2010,F08F1C,Trans-Orange,32.0
Racers,2010,F2CD37,Yellow,275.0
Racers,2010,F5CD2F,Trans-Yellow,41.0
Racers,2010,F8F184,Trans-Neon Green,2.0
Racers,2010,FCFCFC,Trans-Clear,34.0
Racers,2010,FE8A18,Orange,66.0
Racers,2010,FF800D,Trans-Neon Orange,4.0
Racers,2010,FFFFFF,White,643.0
Space,1970,0020A0,Trans-Dark Blue,2.0
Space,1970,0055BF,Blue,827.0
Space,1970,05131D,Black,161.0
Space,1970,84B68D,Trans-Green,36.0
Space,1970,9BA19D,Light Gray,1025.0
Space,1970,C91A09,Red,92.0
Space,1970,C91A09,Trans-Red,67.0
Space,1970,F2CD37,Yellow,91.0
Space,1970,F5CD2F,Trans-Yellow,96.0
Space,1970,FCFCFC,Trans-Clear,10.0
Space,1970,FFFFFF,White,150.0
Space,1980,0020A0,Trans-Dark Blue,163.0
Space,1980,0055BF,Blue,2207.0
Space,1980,05131D,Black,4163.0
Space,1980,05131D,[No Color],1.0
Space,1980,6D6E5C,Dark Gray,2.0
Space,1980,84B68D,Trans-Green,139.0
Space,1980,9BA19D,Light Gray,2217.0
Space,1980,C91A09,Red,137.0
Space,1980,C91A09,Trans-Red,892.0
Space,1980,F2CD37,Yellow,615.0
Space,1980,F5CD2F,Trans-Yellow,184.0
Space,1980,FCFCFC,Trans-Clear,1.0
Space,1980,FFFFFF,White,2921.0
Space,1990,0020A0,Trans-Dark Blue,223.0
Space,1990,0055BF,Blue,1008.0
Space,1990,05131D,Black,5837.0
Space,1990,05131D,[No Color],35.0
Space,1990,237841,Green,10.0
Space,1990,6D6E5C,Dark Gray,458.0
Space,1990,84B68D,Trans-Green,79.0
Space,1990,9BA19D,Light Gray,1585.0
Space,1990,C91A09,Red,1110.0
Space,1990,C91A09,Trans-Red,53.0
Space,1990,DBAC34,Metallic Gold,1.0
Space,1990,F2CD37,Yellow,158.0
Space,1990,F5CD2F,Trans-Yellow,2.0
Space,1990,F8F184,Trans-Neon Green,1052.0
Space,1990,FCFCFC,Trans-Clear,27.0
Space,1990,FF800D,Trans-Neon Orange,190.0
Space,1990,FFFFFF,White,1603.0
Space,2000,0020A0,Trans-Dark Blue,233.0
Space,2000,0055BF,Blue,555.0
Space,2000,008F9B,Dark Turquoise,77.0
Space,2000,05131D,Black,2926.0
Space,2000,05131D,[No Color],5.0
Space,2000,237841,Green,40.0
Space,2000,352100,Dark Brown,1.0
Space,2000,4B9F4A,Bright Green,8.0
Space,2000,575857,Pearl Dark Gray,1.0
Space,2000,582A12,Reddish Brown,47.0
Space,2000,583927,Brown,68.0
Space,2000,5A93DB,Medium Blue,19.0
Space,2000,6074A1,Sand Blue,38.0
Space,2000,635F52,Trans-Black,16.0
Space,2000,6C6E68,Dark Bluish Gray,913.0
Space,2000,6C96BF,Chrome Blue,7.0
Space,2000,6D6E5C,Dark Gray,429.0
Space,2000,73DCA1,Medium Green,4.0
Space,2000,81007B,Purple,2.0
Space,2000,845E84,Sand Purple,51.0
Space,2000,84B68D,Trans-Green,152.0
Space,2000,898788,Flat Silver,10.0
Space,2000,9BA19D,Light Gray,483.0
Space,2000,9CA3A8,Pearl Light Gray,29.0
Space,2000,A0A5A9,Light Bluish Gray,998.0
Space,2000,A0BCAC,Sand Green,17.0
Space,2000,BBE90B,Lime,146.0
Space,2000,C91A09,Red,388.0
Space,2000,C91A09,Trans-Red,197.0
Space,2000,CFE2F7,Trans-Medium Blue,3.0
Space,2000,D4D5C9,Glow In Dark Opaque,1.0
Space,2000,D67572,Sand Red,45.0
Space,2000,DBAC34,Metallic Gold,49.0
Space,2000,E4CD9E,Tan,156.0
Space,2000,F08F1C,Trans-Orange,95.0
Space,2000,F2CD37,Yellow,184.0
Space,2000,F5CD2F,Trans-Yellow,7.0
Space,2000,F8F184,Trans-Neon Green,294.0
Space,2000,FCFCFC,Trans-Clear,35.0
Space,2000,FE8A18,Orange,442.0
Space,2000,FF800D,Trans-Neon Orange,101.0
Space,2000,FFFFFF,White,2013.0
Space,2010,0020A0,Trans-Dark Blue,65.0
Space,2010,0055BF,Blue,526.0
Space,2010,05131D,Black,1538.0
Space,2010,05131D,[No Color],17.0
Space,2010,078BC9,Dark Azure,138.0
Space,2010,0A3463,Dark Blue,80.0
Space,2010,184632,Dark Green,59.0
Space,2010,237841,Green,7.0
Space,2010,352100,Dark Brown,4.0
Space,2010,3F3691,Dark Purple,113.0
Space,2010,4B9F4A,Bright Green,28.0
Space,2010,575857,Pearl Dark Gray,25.0
Space,2010,582A12,Reddish Brown,27.0
Space,2010,6074A1,Sand Blue,1.0
Space,2010,635F52,Trans-Black,14.0
Space,2010,6C6E68,Dark Bluish Gray,1191.0
Space,2010,720E0F,Dark Red,222.0
Space,2010,84B68D,Trans-Green,50.0
Space,2010,898788,Flat Silver,31.0
Space,2010,958A73,Dark Tan,132.0
Space,2010,9B9A5A,Olive Green,52.0
Space,2010,9CA3A8,Pearl Light Gray,2.0
Space,2010,A0A5A9,Light Bluish Gray,1324.0
Space,2010,A0BCAC,Sand Green,1.0
Space,2010,A5A5CB,Trans-Purple,20.0
Space,2010,AA7F2E,Pearl Gold,103.0
Space,2010,AEEFEC,Trans-Light Blue,91.0
Space,2010,BBE90B,Lime,404.0
Space,2010,BDC6AD,Glow In Dark Trans,1.0
Space,2010,C91A09,Red,213.0
Space,2010,C91A09,Trans-Red,183.0
Space,2010,D9E4A7,Trans-Bright Green,18.0
Space,2010,DF6695,Trans-Dark Pink,57.0
Space,2010,E4CD9E,Tan,140.0
Space,2010,F08F1C,Trans-Orange,16.0
Space,2010,F2CD37,Yellow,229.0
Space,2010,F5CD2F,Trans-Yellow,54.0
Space,2010,F8F184,Trans-Neon Green,130.0
Space,2010,FCFCFC,Trans-Clear,113.0
Space,2010,FE8A18,Orange,139.0
Space,2010,FF800D,Trans-Neon Orange,43.0
Space,2010,FFFFFF,White,942.0
Star Wars,1990,0020A0,Trans-Dark Blue,1.0
Star Wars,1990,0055BF,Blue,273.0
Star Wars,1990,05131D,Black,511.0
Star Wars,1990,237841,Green,113.0
Star Wars,1990,4B9F4A,Bright Green,1.0
Star Wars,1990,583927,Brown,119.0
Star Wars,1990,635F52,Trans-Black,5.0
Star Wars,1990,6D6E5C,Dark Gray,540.0
Star Wars,1990,81007B,Purple,18.0
Star Wars,1990,84B68D,Trans-Green,2.0
Star Wars,1990,9BA19D,Light Gray,788.0
Star Wars,1990,AEEFEC,Trans-Light Blue,4.0
Star Wars,1990,C91A09,Red,95.0
Star Wars,1990,C91A09,Trans-Red,13.0
Star Wars,1990,E0E0E0,Chrome Silver,12.0
Star Wars,1990,E4CD9E,Tan,220.0
Star Wars,1990,F2CD37,Yellow,130.0
Star Wars,1990,F5CD2F,Trans-Yellow,10.0
Star Wars,1990,F8F184,Trans-Neon Green,11.0
Star Wars,1990,FCFCFC,Trans-Clear,10.0
Star Wars,1990,FE8A18,Orange,112.0
Star Wars,1990,FF800D,Trans-Neon Orange,31.0
Star Wars,1990,FFA70B,Medium Orange,3.0
Star Wars,1990,FFFFFF,White,98.0
Star Wars,2000,000000,Speckle Black-Silver,2.0
Star Wars,2000,0020A0,Trans-Dark Blue,96.0
Star Wars,2000,0055BF,Blue,2561.0
Star Wars,2000,008F9B,Dark Turquoise,2.0
Star Wars,2000,05131D,Black,10173.0
Star Wars,2000,05131D,[No Color],35.0
Star Wars,2000,0A3463,Dark Blue,1329.0
Star Wars,2000,184632,Dark Green,103.0
Star Wars,2000,237841,Green,295.0
Star Wars,2000,352100,Dark Brown,2.0
Star Wars,2000,3F3691,Dark Purple,1.0
Star Wars,2000,4354A3,Violet,1.0
Star Wars,2000,575857,Pearl Dark Gray,46.0
Star Wars,2000,582A12,Reddish Brown,2478.0
Star Wars,2000,583927,Brown,595.0
Star Wars,2000,5A93DB,Medium Blue,13.0
Star Wars,2000,6074A1,Sand Blue,243.0
Star Wars,2000,635F52,Trans-Black,197.0
Star Wars,2000,6C6E68,Dark Bluish Gray,8508.0
Star Wars,2000,6D6E5C,Dark Gray,2519.0
Star Wars,2000,720E0F,Dark Red,1181.0
Star Wars,2000,7988A1,Metal Blue,8.0
Star Wars,2000,7C503A,Dark Flesh,2.0
Star Wars,2000,7DBFDD,Sky Blue,2.0
Star Wars,2000,81007B,Purple,1.0
Star Wars,2000,845E84,Sand Purple,2.0
Star Wars,2000,84B68D,Trans-Green,14.0
Star Wars,2000,898788,Flat Silver,7.0
Star Wars,2000,958A73,Dark Tan,106.0
Star Wars,2000,9BA19D,Light Gray,2967.0
Star Wars,2000,9CA3A8,Pearl Light Gray,40.0
Star Wars,2000,A0A5A9,Light Bluish Gray,10131.0
Star Wars,2000,A0BCAC,Sand Green,112.0
Star Wars,2000,A5A5CB,Trans-Purple,17.0
Star Wars,2000,A5A9B4,Metallic Silver,45.0
Star Wars,2000,A95500,Dark Orange,195.0
Star Wars,2000,AA7F2E,Pearl Gold,14.0
Star Wars,2000,AE7A59,Copper,14.0
Star Wars,2000,AEEFEC,Trans-Light Blue,226.0
Star Wars,2000,B4D2E3,Light Blue,1.0
Star Wars,2000,BBE90B,Lime,143.0
Star Wars,2000,C91A09,Red,1883.0
Star Wars,2000,C91A09,Trans-Red,331.0
Star Wars,2000,CFE2F7,Trans-Medium Blue,8.0
Star Wars,2000,D67572,Sand Red,36.0
Star Wars,2000,DCBC81,Pearl Light Gold,15.0
Star Wars,2000,DF6695,Trans-Dark Pink,4.0
Star Wars,2000,E0E0E0,Chrome Silver,54.0
Star Wars,2000,E4CD9E,Tan,2968.0
Star Wars,2000,F08F1C,Trans-Orange,66.0
Star Wars,2000,F2CD37,Yellow,1599.0
Star Wars,2000,F5CD2F,Trans-Yellow,63.0
Star Wars,2000,F6D7B3,Light Flesh,109.0
Star Wars,2000,F8F184,Trans-Neon Green,193.0
Star Wars,2000,FA9C1C,Earth Orange,4.0
Star Wars,2000,FCFCFC,Trans-Clear,204.0
Star Wars,2000,FE8A18,Orange,563.0
Star Wars,2000,FF800D,Trans-Neon Orange,369.0
Star Wars,2000,FFA70B,Medium Orange,27.0
Star Wars,2000,FFFFFF,White,5622.0
Star Wars,2010,0020A0,Trans-Dark Blue,120.0
Star Wars,2010,0033B2,Unknown,1.0
Star Wars,2010,0055BF,Blue,2383.0
Star Wars,2010,05131D,Black,11570.0
Star Wars,2010,05131D,[No Color],27.0
Star Wars,2010,078BC9,Dark Azure,41.0
Star Wars,2010,0A3463,Dark Blue,626.0
Star Wars,2010,184632,Dark Green,444.0
Star Wars,2010,237841,Green,339.0
Star Wars,2010,352100,Dark Brown,597.0
Star Wars,2010,36AEBF,Medium Azure,2.0
Star Wars,2010,3F3691,Dark Purple,1.0
Star Wars,2010,4B9F4A,Bright Green,14.0
Star Wars,2010,575857,Pearl Dark Gray,120.0
Star Wars,2010,582A12,Reddish Brown,3401.0
Star Wars,2010,5A93DB,Medium Blue,13.0
Star Wars,2010,6074A1,Sand Blue,115.0
Star Wars,2010,635F52,Trans-Black,237.0
Star Wars,2010,6C6E68,Dark Bluish Gray,13622.0
Star Wars,2010,720E0F,Dark Red,1721.0
Star Wars,2010,84B68D,Trans-Green,33.0
Star Wars,2010,898788,Flat Silver,485.0
Star Wars,2010,958A73,Dark Tan,2020.0
Star Wars,2010,9B9A5A,Olive Green,89.0
Star Wars,2010,9CA3A8,Pearl Light Gray,7.0
Star Wars,2010,A0A5A9,Light Bluish Gray,17415.0
Star Wars,2010,A0BCAC,Sand Green,74.0
Star Wars,2010,A5A5CB,Trans-Purple,10.0
Star Wars,2010,A5A9B4,Metallic Silver,146.0
Star Wars,2010,A95500,Dark Orange,303.0
Star Wars,2010,AA7F2E,Pearl Gold,157.0
Star Wars,2010,AC78BA,Medium Lavender,2.0
Star Wars,2010,ADC3C0,Light Aqua,4.0
Star Wars,2010,AEEFEC,Trans-Light Blue,502.0
Star Wars,2010,B3D7D1,Aqua,3.0
Star Wars,2010,BBE90B,Lime,136.0
Star Wars,2010,C91A09,Red,1543.0
Star Wars,2010,C91A09,Trans-Red,809.0
Star Wars,2010,CC702A,Medium Dark Flesh,82.0
Star Wars,2010,CFE2F7,Trans-Medium Blue,22.0
Star Wars,2010,D09168,Flesh,40.0
Star Wars,2010,D9E4A7,Trans-Bright Green,148.0
Star Wars,2010,DF6695,Trans-Dark Pink,41.0
Star Wars,2010,E0E0E0,Chrome Silver,5.0
Star Wars,2010,E1D5ED,Lavender,2.0
Star Wars,2010,E4ADC8,Bright Pink,3.0
Star Wars,2010,E4CD9E,Tan,3082.0
Star Wars,2010,F08F1C,Trans-Orange,294.0
Star Wars,2010,F2CD37,Yellow,991.0
Star Wars,2010,F5CD2F,Trans-Yellow,155.0
Star Wars,2010,F6D7B3,Light Flesh,298.0
Star Wars,2010,F8BB3D,Bright Light Orange,31.0
Star Wars,2010,F8F184,Trans-Neon Green,62.0
Star Wars,2010,FCFCFC,Trans-Clear,499.0
Star Wars,2010,FE8A18,Orange,419.0
Star Wars,2010,FF800D,Trans-Neon Orange,68.0
Star Wars,2010,FFFFFF,White,5513.0
Technic,1970,0055BF,Blue,471.0
Technic,1970,05131D,Black,1255.0
Technic,1970,05131D,[No Color],1.0
Technic,1970,9BA19D,Light Gray,1848.0
Technic,1970,C91A09,Red,1130.0
Technic,1970,C91A09,Trans-Red,9.0
Technic,1970,F2CD37,Yellow,1504.0
Technic,1970,F5CD2F,Trans-Yellow,2.0
Technic,1970,FCFCFC,Trans-Clear,22.0
Technic,1970,FFFFFF,White,29.0
Technic,1980,0020A0,Trans-Dark Blue,1.0
Technic,1980,0055BF,Blue,826.0
Technic,1980,05131D,Black,2464.0
Technic,1980,05131D,[No Color],51.0
Technic,1980,237841,Green,3.0
Technic,1980,4C61DB,Royal Blue,2.0
Technic,1980,9BA19D,Light Gray,3291.0
Technic,1980,C91A09,Red,988.0
Technic,1980,C91A09,Trans-Red,18.0
Technic,1980,F2CD37,Yellow,731.0
Technic,1980,F5CD2F,Trans-Yellow,21.0
Technic,1980,FCFCFC,Trans-Clear,11.0
Technic,1980,FFFFFF,White,345.0
Technic,1990,0055BF,Blue,305.0
Technic,1990,008F9B,Dark Turquoise,408.0
Technic,1990,05131D,Black,5130.0
Technic,1990,05131D,[No Color],52.0
Technic,1990,237841,Green,27.0
Technic,1990,4C61DB,Royal Blue,5.0
Technic,1990,5A93DB,Medium Blue,23.0
Technic,1990,635F52,Trans-Black,2.0
Technic,1990,6D6E5C,Dark Gray,336.0
Technic,1990,81007B,Purple,112.0
Technic,1990,84B68D,Trans-Green,2.0
Technic,1990,9BA19D,Light Gray,3124.0
Technic,1990,AEEFEC,Trans-Light Blue,6.0
Technic,1990,B31004,Rust,5.0
Technic,1990,C91A09,Red,453.0
Technic,1990,C91A09,Trans-Red,2.0
Technic,1990,E4CD9E,Tan,20.0
Technic,1990,F2CD37,Yellow,595.0
Technic,1990,F5CD2F,Trans-Yellow,3.0
Technic,1990,F8F184,Trans-Neon Green,6.0
Technic,1990,FCFCFC,Trans-Clear,4.0
Technic,1990,FF800D,Trans-Neon Orange,4.0
Technic,1990,FFFFFF,White,162.0
Technic,2000,0055BF,Blue,43.0
Technic,2000,008F9B,Dark Turquoise,92.0
Technic,2000,05131D,Black,2720.0
Technic,2000,05131D,[No Color],14.0
Technic,2000,237841,Green,26.0
Technic,2000,4C61DB,Royal Blue,2.0
Technic,2000,6C6E68,Dark Bluish Gray,6.0
Technic,2000,6D6E5C,Dark Gray,167.0
Technic,2000,81007B,Purple,42.0
Technic,2000,84B68D,Trans-Green,2.0
Technic,2000,898788,Flat Silver,39.0
Technic,2000,9BA19D,Light Gray,900.0
Technic,2000,A0A5A9,Light Bluish Gray,45.0
Technic,2000,A5A9B4,Metallic Silver,14.0
Technic,2000,AEEFEC,Trans-Light Blue,24.0
Technic,2000,BBE90B,Lime,108.0
Technic,2000,C91A09,Red,142.0
Technic,2000,C91A09,Trans-Red,14.0
Technic,2000,D4D5C9,Glow In Dark Opaque,12.0
Technic,2000,DBAC34,Metallic Gold,2.0
Technic,2000,E0E0E0,Chrome Silver,8.0
Technic,2000,E4CD9E,Tan,69.0
Technic,2000,F2CD37,Yellow,200.0
Technic,2000,F8F184,Trans-Neon Green,8.0
Technic,2000,FCFCFC,Trans-Clear,4.0
Technic,2000,FE8A18,Orange,73.0
Technic,2000,FF800D,Trans-Neon Orange,9.0
Technic,2000,FFFFFF,White,116.0
Technic,2010,0055BF,Blue,1020.0
Technic,2010,05131D,Black,2911.0
Technic,2010,05131D,[No Color],7.0
Technic,2010,6C6E68,Dark Bluish Gray,470.0
Technic,2010,958A73,Dark Tan,35.0
Technic,2010,A0A5A9,Light Bluish Gray,1732.0
Technic,2010,BBE90B,Lime,10.0
Technic,2010,C91A09,Red,767.0
Technic,2010,C91A09,Trans-Red,18.0
Technic,2010,E4CD9E,Tan,128.0
Technic,2010,F08F1C,Trans-Orange,71.0
Technic,2010,F2CD37,Yellow,360.0
Technic,2010,F5CD2F,Trans-Yellow,6.0
Technic,2010,FCFCFC,Trans-Clear,53.0
Technic,2010,FE8A18,Orange,83.0
Technic,2010,FF800D,Trans-Neon Orange,1.0
Technic,2010,FFFFFF,White,86.0
Town,1980,237841,Green,6.0
Town,1980,C91A09,Red,8.0
Town,1980,F2CD37,Yellow,4.0
Town,1980,FFFFFF,White,4.0
Town,1990,0020A0,Trans-Dark Blue,111.0
Town,1990,0055BF,Blue,461.0
Town,1990,05131D,Black,2328.0
Town,1990,05131D,[No Color],28.0
Town,1990,237841,Green,241.0
Town,1990,3CB371,Chrome Green,2.0
Town,1990,583927,Brown,137.0
Town,1990,6D6E5C,Dark Gray,180.0
Town,1990,73DCA1,Medium Green,9.0
Town,1990,84B68D,Trans-Green,92.0
Town,1990,9BA19D,Light Gray,1826.0
Town,1990,A95500,Dark Orange,1.0
Town,1990,AEEFEC,Trans-Light Blue,71.0
Town,1990,BBA53D,Chrome Gold,58.0
Town,1990,C2DAB8,Light Green,9.0
Town,1990,C870A0,Dark Pink,75.0
Town,1990,C91A09,Red,696.0
Town,1990,C91A09,Trans-Red,212.0
Town,1990,E0E0E0,Chrome Silver,21.0
Town,1990,E4CD9E,Tan,21.0
Town,1990,F2CD37,Yellow,1098.0
Town,1990,F5CD2F,Trans-Yellow,139.0
Town,1990,F8F184,Trans-Neon Green,165.0
Town,1990,FC97AC,Pink,228.0
Town,1990,FCFCFC,Trans-Clear,110.0
Town,1990,FE8A18,Orange,7.0
Town,1990,FF800D,Trans-Neon Orange,40.0
Town,1990,FFFFFF,White,2833.0
Town,2000,0020A0,Trans-Dark Blue,39.0
Town,2000,0033B2,Unknown,6.0
Town,2000,0055BF,Blue,343.0
Town,2000,05131D,Black,889.0
Town,2000,05131D,[No Color],16.0
Town,2000,0A3463,Dark Blue,2.0
Town,2000,184632,Dark Green,133.0
Town,2000,237841,Green,180.0
Town,2000,4B9F4A,Bright Green,1.0
Town,2000,4C61DB,Royal Blue,1.0
Town,2000,582A12,Reddish Brown,54.0
Town,2000,583927,Brown,10.0
Town,2000,5A93DB,Medium Blue,138.0
Town,2000,635F52,Trans-Black,9.0
Town,2000,6C6E68,Dark Bluish Gray,125.0
Town,2000,6D6E5C,Dark Gray,137.0
Town,2000,720E0F,Dark Red,72.0
Town,2000,84B68D,Trans-Green,13.0
Town,2000,958A73,Dark Tan,7.0
Town,2000,9BA19D,Light Gray,378.0
Town,2000,A0A5A9,Light Bluish Gray,398.0
Town,2000,A5A9B4,Metallic Silver,7.0
Town,2000,A95500,Dark Orange,1.0
Town,2000,AEEFEC,Trans-Light Blue,13.0
Town,2000,BBA53D,Chrome Gold,1.0
Town,2000,C870A0,Dark Pink,4.0
Town,2000,C91A09,Red,413.0
Town,2000,C91A09,Trans-Red,31.0
Town,2000,CFE2F7,Trans-Medium Blue,15.0
Town,2000,DBAC34,Metallic Gold,3.0
Town,2000,E0E0E0,Chrome Silver,6.0
Town,2000,E4CD9E,Tan,81.0
Town,2000,F2CD37,Yellow,314.0
Town,2000,F5CD2F,Trans-Yellow,35.0
Town,2000,F8F184,Trans-Neon Green,109.0
Town,2000,FCFCFC,Trans-Clear,55.0
Town,2000,FE8A18,Orange,74.0
Town,2000,FF800D,Trans-Neon Orange,74.0
Town,2000,FFFFFF,White,788.0
Town,2010,0020A0,Trans-Dark Blue,89.0
Town,2010,0055BF,Blue,535.0
Town,2010,05131D,Black,2609.0
Town,2010,05131D,[No Color],12.0
Town,2010,078BC9,Dark Azure,4.0
Town,2010,0A3463,Dark Blue,108.0
Town,2010,184632,Dark Green,6.0
Town,2010,237841,Green,223.0
Town,2010,352100,Dark Brown,6.0
Town,2010,36AEBF,Medium Azure,1.0
Town,2010,4B9F4A,Bright Green,10.0
Town,2010,575857,Pearl Dark Gray,7.0
Town,2010,582A12,Reddish Brown,128.0
Town,2010,5A93DB,Medium Blue,4.0
Town,2010,6074A1,Sand Blue,18.0
Town,2010,635F52,Trans-Black,99.0
Town,2010,6C6E68,Dark Bluish Gray,1951.0
Town,2010,720E0F,Dark Red,44.0
Town,2010,84B68D,Trans-Green,36.0
Town,2010,898788,Flat Silver,47.0
Town,2010,958A73,Dark Tan,68.0
Town,2010,9B9A5A,Olive Green,40.0
Town,2010,9FC3E9,Bright Light Blue,2.0
Town,2010,A0A5A9,Light Bluish Gray,2032.0
Town,2010,A5A9B4,Metallic Silver,2.0
Town,2010,A95500,Dark Orange,16.0
Town,2010,AA7F2E,Pearl Gold,31.0
Town,2010,AC78BA,Medium Lavender,2.0
Town,2010,ADC3C0,Light Aqua,1.0
Town,2010,AEEFEC,Trans-Light Blue,123.0
Town,2010,B3D7D1,Aqua,1.0
Town,2010,BBE90B,Lime,381.0
Town,2010,C91A09,Red,832.0
Town,2010,C91A09,Trans-Red,212.0
Town,2010,CC702A,Medium Dark Flesh,11.0
Town,2010,DBAC34,Metallic Gold,25.0
Town,2010,E4ADC8,Bright Pink,5.0
Town,2010,E4CD9E,Tan,135.0
Town,2010,F08F1C,Trans-Orange,297.0
Town,2010,F2CD37,Yellow,1252.0
Town,2010,F5CD2F,Trans-Yellow,135.0
Town,2010,F8BB3D,Bright Light Orange,33.0
Town,2010,F8F184,Trans-Neon Green,8.0
Town,2010,FCFCFC,Trans-Clear,176.0
Town,2010,FE8A18,Orange,151.0
Town,2010,FF800D,Trans-Neon Orange,6.0
Town,2010,FFF03A,Bright Light Yellow,2.0
Town,2010,FFFFFF,White,1193.0
Train,1960,0055BF,Blue,920.0
Train,1960,05131D,Black,833.0
Train,1960,05131D,[No Color],1.0
Train,1960,9BA19D,Light Gray,397.0
Train,1960,C91A09,Red,1018.0
Train,1960,F2CD37,Yellow,262.0
Train,1960,FCFCFC,Trans-Clear,206.0
Train,1960,FFFFFF,White,397.0
Train,1970,0055BF,Blue,731.0
Train,1970,05131D,Black,1338.0
Train,1970,05131D,[No Color],3.0
Train,1970,237841,Green,5.0
Train,1970,9BA19D,Light Gray,221.0
Train,1970,C91A09,Red,1068.0
Train,1970,F2CD37,Yellow,499.0
Train,1970,FCFCFC,Trans-Clear,114.0
Train,1970,FFFFFF,Milky White,4.0
Train,1970,FFFFFF,White,377.0
Train,1980,0055BF,Blue,475.0
Train,1980,05131D,Black,3528.0
Train,1980,05131D,[No Color],9.0
Train,1980,237841,Green,6.0
Train,1980,4C61DB,Royal Blue,1.0
Train,1980,583927,Brown,18.0
Train,1980,6D6E5C,Dark Gray,429.0
Train,1980,9BA19D,Light Gray,1764.0
Train,1980,C91A09,Red,1755.0
Train,1980,C91A09,Trans-Red,51.0
Train,1980,F2CD37,Yellow,748.0
Train,1980,F5CD2F,Trans-Yellow,32.0
Train,1980,FCFCFC,Trans-Clear,262.0
Train,1980,FFFFFF,White,384.0
Train,1990,0020A0,Trans-Dark Blue,16.0
Train,1990,0055BF,Blue,659.0
Train,1990,05131D,Black,3433.0
Train,1990,05131D,[No Color],12.0
Train,1990,237841,Green,115.0
Train,1990,583927,Brown,82.0
Train,1990,5A93DB,Medium Blue,6.0
Train,1990,6D6E5C,Dark Gray,258.0
Train,1990,84B68D,Trans-Green,14.0
Train,1990,9BA19D,Light Gray,1263.0
Train,1990,AEEFEC,Trans-Light Blue,155.0
Train,1990,BBA53D,Chrome Gold,12.0
Train,1990,C91A09,Red,1627.0
Train,1990,C91A09,Trans-Red,82.0
Train,1990,E0E0E0,Chrome Silver,23.0
Train,1990,F2CD37,Yellow,1372.0
Train,1990,F5CD2F,Trans-Yellow,124.0
Train,1990,F8F184,Trans-Neon Green,20.0
Train,1990,FCFCFC,Trans-Clear,138.0
Train,1990,FFFFFF,White,1185.0
Train,2000,0020A0,Trans-Dark Blue,9.0
Train,2000,0055BF,Blue,122.0
Train,2000,05131D,Black,1526.0
Train,2000,05131D,[No Color],5.0
Train,2000,0A3463,Dark Blue,12.0
Train,2000,184632,Dark Green,249.0
Train,2000,237841,Green,192.0
