parent_theme_name,decade,rgb,part_quantity
Creator,2010,DF6695,10.0
Creator,2010,E1D5ED,4.0
Creator,2010,E4ADC8,121.0
Creator,2010,E4CD9E,423.0
Creator,2010,F08F1C,58.0
Creator,2010,F2CD37,1534.0
Creator,2010,F5CD2F,103.0
Creator,2010,F8BB3D,17.0
Creator,2010,FCFCFC,122.0
Creator,2010,FE8A18,574.0
Creator,2010,FF800D,22.0
Creator,2010,FFFFFF,2091.0
Designer Sets,2000,05131D,23.0
Designer Sets,2000,237841,55.0
Designer Sets,2000,582A12,13.0
Designer Sets,2000,6C6E68,55.0
Designer Sets,2000,A0A5A9,98.0
Designer Sets,2000,BBE90B,8.0
Designer Sets,2000,C91A09,171.0
Designer Sets,2000,F2CD37,4.0
Designer Sets,2000,F5CD2F,2.0
Designer Sets,2000,FCFCFC,6.0
Designer Sets,2000,FFFFFF,235.0
Duplo,1980,0055BF,17.0
Duplo,1980,05131D,2.0
Duplo,1980,237841,19.0
Duplo,1980,C91A09,27.0
Duplo,1980,F2CD37,31.0
Duplo,2000,0055BF,204.0
Duplo,2000,05131D,21.0
Duplo,2000,237841,72.0
Duplo,2000,4B9F4A,104.0
Duplo,2000,5A93DB,63.0
Duplo,2000,9FC3E9,2.0
Duplo,2000,A95500,2.0
Duplo,2000,AEEFEC,4.0
Duplo,2000,BBE90B,49.0
Duplo,2000,C91A09,229.0
Duplo,2000,F2CD37,230.0
Duplo,2000,FE8A18,59.0
Duplo,2000,FFFFFF,19.0
Duplo,2010,0055BF,58.0
Duplo,2010,05131D,44.0
Duplo,2010,237841,10.0
Duplo,2010,36AEBF,9.0
Duplo,2010,3F3691,7.0
Duplo,2010,4B9F4A,61.0
Duplo,2010,582A12,4.0
Duplo,2010,5A93DB,30.0
Duplo,2010,6C6E68,2.0
Duplo,2010,898788,1.0
Duplo,2010,923978,1.0
Duplo,2010,9CA3A8,1.0
Duplo,2010,A0A5A9,15.0
Duplo,2010,A95500,20.0
Duplo,2010,AEEFEC,6.0
Duplo,2010,BBE90B,39.0
Duplo,2010,C870A0,9.0
Duplo,2010,C91A09,94.0
Duplo,2010,E4CD9E,3.0
Duplo,2010,F08F1C,3.0
Duplo,2010,F2CD37,78.0
Duplo,2010,F8BB3D,6.0
Duplo,2010,FE8A18,31.0
Duplo,2010,FFFFFF,21.0
Educational and Dacta,1960,0055BF,50.0
Educational and Dacta,1960,05131D,23.0
Educational and Dacta,1960,237841,2.0
Educational and Dacta,1960,C91A09,160.0
Educational and Dacta,1960,F2CD37,30.0
Educational and Dacta,1960,FCFCFC,26.0
Educational and Dacta,1960,FFFFFF,187.0
Educational and Dacta,1970,0055BF,390.0
Educational and Dacta,1970,05131D,221.0
Educational and Dacta,1970,583927,1.0
Educational and Dacta,1970,C91A09,522.0
Educational and Dacta,1970,F2CD37,410.0
Educational and Dacta,1970,FCFCFC,37.0
Educational and Dacta,1970,FFFFFF,424.0
Educational and Dacta,1980,0020A0,6.0
Educational and Dacta,1980,0055BF,555.0
Educational and Dacta,1980,05131D,1037.0
Educational and Dacta,1980,237841,136.0
Educational and Dacta,1980,4C61DB,1.0
Educational and Dacta,1980,583927,30.0
Educational and Dacta,1980,6D6E5C,24.0
Educational and Dacta,1980,84B68D,17.0
Educational and Dacta,1980,9BA19D,326.0
Educational and Dacta,1980,C91A09,1006.0
Educational and Dacta,1980,F2CD37,889.0
Educational and Dacta,1980,F5CD2F,35.0
Educational and Dacta,1980,FCFCFC,97.0
Educational and Dacta,1980,FFFFFF,603.0
Educational and Dacta,1990,0020A0,132.0
Educational and Dacta,1990,0055BF,1418.0
Educational and Dacta,1990,05131D,1661.0
Educational and Dacta,1990,237841,309.0
Educational and Dacta,1990,4B9F4A,3.0
Educational and Dacta,1990,4C61DB,7.0
Educational and Dacta,1990,583927,60.0
Educational and Dacta,1990,6D6E5C,137.0
Educational and Dacta,1990,84B68D,4.0
Educational and Dacta,1990,9BA19D,1458.0
Educational and Dacta,1990,A0A5A9,1.0
Educational and Dacta,1990,AEEFEC,63.0
Educational and Dacta,1990,BBA53D,10.0
Educational and Dacta,1990,C91A09,3360.0
Educational and Dacta,1990,D4D5C9,2.0
Educational and Dacta,1990,E0E0E0,2.0
Educational and Dacta,1990,F2CD37,2485.0
Educational and Dacta,1990,F5CD2F,53.0
Educational and Dacta,1990,F8F184,16.0
Educational and Dacta,1990,FCFCFC,247.0
Educational and Dacta,1990,FE8A18,2.0
Educational and Dacta,1990,FF800D,3.0
Educational and Dacta,1990,FFFFFF,1920.0
Educational and Dacta,2000,0020A0,322.0
Educational and Dacta,2000,0055BF,1460.0
Educational and Dacta,2000,008F9B,52.0
Educational and Dacta,2000,05131D,2466.0
Educational and Dacta,2000,0A3463,56.0
Educational and Dacta,2000,237841,780.0
Educational and Dacta,2000,4B9F4A,18.0
Educational and Dacta,2000,582A12,113.0
Educational and Dacta,2000,583927,62.0
Educational and Dacta,2000,5A93DB,2.0
Educational and Dacta,2000,635F52,4.0
Educational and Dacta,2000,6C6E68,333.0
Educational and Dacta,2000,6D6E5C,133.0
Educational and Dacta,2000,720E0F,2.0
Educational and Dacta,2000,81007B,30.0
Educational and Dacta,2000,84B68D,61.0
Educational and Dacta,2000,9BA19D,694.0
Educational and Dacta,2000,9CA3A8,15.0
Educational and Dacta,2000,A0A5A9,1056.0
Educational and Dacta,2000,A0BCAC,10.0
Educational and Dacta,2000,A5A9B4,3.0
Educational and Dacta,2000,A95500,4.0
Educational and Dacta,2000,AEEFEC,42.0
Educational and Dacta,2000,BBA53D,4.0
Educational and Dacta,2000,BBE90B,11.0
Educational and Dacta,2000,C870A0,16.0
Educational and Dacta,2000,C91A09,2683.0
Educational and Dacta,2000,D4D5C9,11.0
Educational and Dacta,2000,DF6695,26.0
Educational and Dacta,2000,E0E0E0,63.0
Educational and Dacta,2000,E4CD9E,23.0
Educational and Dacta,2000,F08F1C,8.0
Educational and Dacta,2000,F2CD37,1237.0
Educational and Dacta,2000,F5CD2F,165.0
Educational and Dacta,2000,F8F184,80.0
Educational and Dacta,2000,FCFCFC,113.0
Educational and Dacta,2000,FE8A18,58.0
Educational and Dacta,2000,FF800D,32.0
Educational and Dacta,2000,FFFFFF,1991.0
Educational and Dacta,2010,0020A0,102.0
Educational and Dacta,2010,0055BF,993.0
Educational and Dacta,2010,05131D,1398.0
Educational and Dacta,2010,0A3463,13.0
Educational and Dacta,2010,184632,6.0
Educational and Dacta,2010,237841,610.0
Educational and Dacta,2010,352100,3.0
Educational and Dacta,2010,3F3691,29.0
Educational and Dacta,2010,4B9F4A,16.0
Educational and Dacta,2010,575857,2.0
Educational and Dacta,2010,582A12,276.0
Educational and Dacta,2010,5A93DB,384.0
Educational and Dacta,2010,635F52,44.0
Educational and Dacta,2010,6C6E68,1154.0
Educational and Dacta,2010,720E0F,2.0
Educational and Dacta,2010,84B68D,4.0
Educational and Dacta,2010,898788,8.0
Educational and Dacta,2010,958A73,29.0
Educational and Dacta,2010,9FC3E9,28.0
Educational and Dacta,2010,A0A5A9,1022.0
Educational and Dacta,2010,A5A9B4,4.0
Educational and Dacta,2010,A95500,7.0
Educational and Dacta,2010,AA7F2E,11.0
Educational and Dacta,2010,AEEFEC,48.0
Educational and Dacta,2010,BBE90B,165.0
Educational and Dacta,2010,C870A0,4.0
Educational and Dacta,2010,C91A09,1615.0
Educational and Dacta,2010,CC702A,1.0
Educational and Dacta,2010,DBAC34,2.0
Educational and Dacta,2010,DF6695,10.0
Educational and Dacta,2010,E4ADC8,3.0
Educational and Dacta,2010,E4CD9E,240.0
Educational and Dacta,2010,F08F1C,14.0
Educational and Dacta,2010,F2CD37,979.0
Educational and Dacta,2010,F5CD2F,18.0
Educational and Dacta,2010,F8BB3D,5.0
Educational and Dacta,2010,F8F184,22.0
Educational and Dacta,2010,FCFCFC,92.0
Educational and Dacta,2010,FE8A18,573.0
Educational and Dacta,2010,FF800D,58.0
Educational and Dacta,2010,FFFFFF,1882.0
Fabuland,1970,0033B2,2.0
Fabuland,1970,0055BF,24.0
Fabuland,1970,05131D,2.0
Fabuland,1970,C91A09,33.0
Fabuland,1970,F2CD37,91.0
Fabuland,1970,FFFFFF,52.0
Fabuland,1980,0055BF,79.0
Fabuland,1980,05131D,69.0
Fabuland,1980,237841,8.0
Fabuland,1980,9BA19D,7.0
Fabuland,1980,B67B50,12.0
Fabuland,1980,C91A09,194.0
Fabuland,1980,F2CD37,94.0
Fabuland,1980,FA9C1C,2.0
Fabuland,1980,FFFFFF,31.0
Friends,2010,0020A0,18.0
Friends,2010,0055BF,11.0
Friends,2010,05131D,78.0
Friends,2010,0A3463,1.0
Friends,2010,184632,1.0
Friends,2010,237841,161.0
Friends,2010,352100,24.0
Friends,2010,36AEBF,82.0
Friends,2010,3F3691,13.0
Friends,2010,4B9F4A,36.0
Friends,2010,582A12,329.0
Friends,2010,6074A1,2.0
Friends,2010,6C6E68,121.0
Friends,2010,720E0F,10.0
Friends,2010,84B68D,2.0
Friends,2010,898788,7.0
Friends,2010,923978,64.0
Friends,2010,958A73,21.0
Friends,2010,9FC3E9,13.0
Friends,2010,A0A5A9,262.0
Friends,2010,A0BCAC,4.0
Friends,2010,A5A5CB,1.0
Friends,2010,A5A9B4,3.0
Friends,2010,A95500,61.0
Friends,2010,AA7F2E,21.0
Friends,2010,AC78BA,57.0
Friends,2010,ADC3C0,15.0
Friends,2010,AEEFEC,44.0
Friends,2010,BBE90B,217.0
Friends,2010,C870A0,92.0
Friends,2010,C91A09,51.0
Friends,2010,CC702A,33.0
Friends,2010,D9E4A7,2.0
Friends,2010,DF6695,8.0
Friends,2010,E1D5ED,47.0
Friends,2010,E4ADC8,84.0
Friends,2010,E4CD9E,242.0
Friends,2010,F08F1C,2.0
Friends,2010,F2CD37,56.0
Friends,2010,F5CD2F,11.0
Friends,2010,F6D7B3,14.0
Friends,2010,F8BB3D,68.0
Friends,2010,F8F184,2.0
Friends,2010,FCFCFC,19.0
Friends,2010,FE8A18,10.0
Friends,2010,FFF03A,8.0
Friends,2010,FFFFFF,248.0
Gear,1990,0055BF,12.0
Gear,1990,05131D,9.0
Gear,1990,237841,7.0
Gear,1990,84B68D,1.0
Gear,1990,9BA19D,4.0
Gear,1990,C91A09,12.0
Gear,1990,F2CD37,13.0
Gear,1990,FCFCFC,4.0
Gear,1990,FFFFFF,8.0
Gear,2000,000000,41.0
Gear,2000,0020A0,25.0
Gear,2000,0055BF,92.0
Gear,2000,05131D,1186.0
Gear,2000,0A3463,102.0
Gear,2000,184632,7.0
Gear,2000,237841,107.0
Gear,2000,352100,22.0
Gear,2000,575857,2.0
Gear,2000,582A12,368.0
Gear,2000,5A93DB,75.0
Gear,2000,6074A1,6.0
Gear,2000,635F52,5.0
Gear,2000,6C6E68,568.0
Gear,2000,720E0F,92.0
Gear,2000,84B68D,25.0
Gear,2000,958A73,36.0
Gear,2000,9CA3A8,63.0
Gear,2000,A0A5A9,605.0
Gear,2000,A0BCAC,25.0
Gear,2000,A5A5CB,7.0
Gear,2000,A5A9B4,29.0
Gear,2000,A95500,3.0
Gear,2000,AA7F2E,72.0
Gear,2000,AE7A59,27.0
Gear,2000,AEEFEC,19.0
Gear,2000,BBA53D,7.0
Gear,2000,BBE90B,142.0
Gear,2000,C91A09,210.0
Gear,2000,DBAC34,20.0
Gear,2000,E0E0E0,10.0
Gear,2000,E4ADC8,1.0
Gear,2000,E4CD9E,58.0
Gear,2000,E6E3E0,4.0
Gear,2000,F08F1C,56.0
Gear,2000,F2CD37,176.0
Gear,2000,F5CD2F,29.0
Gear,2000,F8F184,23.0
Gear,2000,FCFCFC,63.0
Gear,2000,FE8A18,64.0
Gear,2000,FF800D,50.0
Gear,2000,FFFFFF,698.0
Gear,2010,0020A0,33.0
Gear,2010,0055BF,336.0
Gear,2010,05131D,1062.0
Gear,2010,0A3463,114.0
Gear,2010,184632,13.0
Gear,2010,237841,402.0
Gear,2010,352100,12.0
Gear,2010,36AEBF,1.0
Gear,2010,3F3691,33.0
Gear,2010,4B9F4A,93.0
Gear,2010,575857,19.0
Gear,2010,582A12,560.0
Gear,2010,5A93DB,29.0
Gear,2010,635F52,21.0
Gear,2010,6C6E68,559.0
Gear,2010,720E0F,93.0
Gear,2010,84B68D,19.0
Gear,2010,898788,45.0
Gear,2010,958A73,98.0
Gear,2010,9B9A5A,2.0
Gear,2010,9FC3E9,22.0
Gear,2010,A0A5A9,1217.0
Gear,2010,A0BCAC,26.0
Gear,2010,A5A5CB,3.0
Gear,2010,A95500,4.0
Gear,2010,AA7F2E,246.0
Gear,2010,AC78BA,1.0
Gear,2010,AEEFEC,47.0
Gear,2010,BBE90B,87.0
Gear,2010,C91A09,437.0
Gear,2010,CC702A,1.0
Gear,2010,CFE2F7,17.0
Gear,2010,DBAC34,1.0
Gear,2010,E4ADC8,40.0
Gear,2010,E4CD9E,451.0
Gear,2010,F08F1C,32.0
Gear,2010,F2CD37,195.0
Gear,2010,F5CD2F,25.0
Gear,2010,F8BB3D,15.0
Gear,2010,F8F184,15.0
Gear,2010,FCFCFC,67.0
Gear,2010,FE8A18,102.0
Gear,2010,FF800D,18.0
Gear,2010,FFFFFF,1021.0
Harry Potter,2000,000000,2.0
Harry Potter,2000,0020A0,48.0
Harry Potter,2000,0055BF,90.0
Harry Potter,2000,008F9B,6.0
Harry Potter,2000,05131D,1915.0
Harry Potter,2000,0A3463,29.0
Harry Potter,2000,184632,14.0
Harry Potter,2000,237841,164.0
Harry Potter,2000,3F3691,121.0
Harry Potter,2000,4354A3,6.0
Harry Potter,2000,4B9F4A,1.0
Harry Potter,2000,4C61DB,3.0
Harry Potter,2000,55A5AF,2.0
Harry Potter,2000,582A12,451.0
Harry Potter,2000,583927,243.0
Harry Potter,2000,5A93DB,240.0
Harry Potter,2000,6074A1,55.0
Harry Potter,2000,635F52,1.0
Harry Potter,2000,645A4C,20.0
Harry Potter,2000,6C6E68,851.0
Harry Potter,2000,6D6E5C,683.0
Harry Potter,2000,720E0F,179.0
Harry Potter,2000,81007B,18.0
Harry Potter,2000,84B68D,45.0
Harry Potter,2000,958A73,3.0
Harry Potter,2000,9BA19D,1015.0
Harry Potter,2000,9CA3A8,4.0
Harry Potter,2000,A0A5A9,890.0
Harry Potter,2000,A0BCAC,368.0
Harry Potter,2000,A5A5CB,14.0
Harry Potter,2000,A95500,147.0
Harry Potter,2000,AA7F2E,3.0
Harry Potter,2000,AE7A59,6.0
Harry Potter,2000,AEEFEC,15.0
Harry Potter,2000,B3D7D1,2.0
Harry Potter,2000,BBA53D,35.0
Harry Potter,2000,C2DAB8,1.0
Harry Potter,2000,C870A0,36.0
Harry Potter,2000,C91A09,147.0
Harry Potter,2000,C9CAE2,5.0
Harry Potter,2000,D4D5C9,8.0
Harry Potter,2000,D67572,3.0
Harry Potter,2000,DBAC34,1.0
Harry Potter,2000,DF6695,16.0
Harry Potter,2000,E0E0E0,10.0
Harry Potter,2000,E4ADC8,1.0
Harry Potter,2000,E4CD9E,1332.0
Harry Potter,2000,F08F1C,12.0
Harry Potter,2000,F2CD37,97.0
Harry Potter,2000,F5CD2F,22.0
Harry Potter,2000,F6D7B3,26.0
Harry Potter,2000,F8BB3D,1.0
Harry Potter,2000,F8F184,36.0
Harry Potter,2000,FA9C1C,13.0
Harry Potter,2000,FCFCFC,107.0
Harry Potter,2000,FE8A18,47.0
Harry Potter,2000,FF800D,151.0
Harry Potter,2000,FFA70B,14.0
Harry Potter,2000,FFFFFF,312.0
Hero Factory,2010,0020A0,17.0
Hero Factory,2010,0055BF,421.0
Hero Factory,2010,05131D,1777.0
Hero Factory,2010,184632,14.0
Hero Factory,2010,237841,5.0
Hero Factory,2010,352100,4.0
Hero Factory,2010,36AEBF,6.0
Hero Factory,2010,3F3691,14.0
Hero Factory,2010,4B9F4A,7.0
Hero Factory,2010,575857,301.0
Hero Factory,2010,582A12,13.0
Hero Factory,2010,5A93DB,2.0
Hero Factory,2010,6C6E68,408.0
Hero Factory,2010,720E0F,15.0
Hero Factory,2010,84B68D,11.0
Hero Factory,2010,898788,320.0
Hero Factory,2010,958A73,40.0
Hero Factory,2010,9CA3A8,35.0
Hero Factory,2010,A0A5A9,613.0
Hero Factory,2010,AA7F2E,110.0
Hero Factory,2010,AEEFEC,31.0
Hero Factory,2010,BBE90B,130.0
Hero Factory,2010,C91A09,559.0
Hero Factory,2010,CFE2F7,13.0
Hero Factory,2010,D9E4A7,61.0
Hero Factory,2010,E4CD9E,30.0
Hero Factory,2010,F08F1C,9.0
Hero Factory,2010,F2CD37,142.0
Hero Factory,2010,F5CD2F,4.0
Hero Factory,2010,F8BB3D,27.0
Hero Factory,2010,F8F184,71.0
Hero Factory,2010,FCFCFC,15.0
Hero Factory,2010,FE8A18,109.0
Hero Factory,2010,FF800D,51.0
Hero Factory,2010,FFFFFF,214.0
Indiana Jones,2000,0020A0,3.0
Indiana Jones,2000,0033B2,1.0
Indiana Jones,2000,0055BF,108.0
Indiana Jones,2000,05131D,967.0
Indiana Jones,2000,0A3463,51.0
Indiana Jones,2000,184632,174.0
Indiana Jones,2000,237841,139.0
Indiana Jones,2000,352100,51.0
Indiana Jones,2000,3F3691,1.0
Indiana Jones,2000,4B9F4A,8.0
Indiana Jones,2000,575857,8.0
Indiana Jones,2000,582A12,492.0
Indiana Jones,2000,5A93DB,1.0
Indiana Jones,2000,635F52,29.0
Indiana Jones,2000,6C6E68,1300.0
Indiana Jones,2000,720E0F,173.0
Indiana Jones,2000,84B68D,12.0
Indiana Jones,2000,958A73,207.0
Indiana Jones,2000,9CA3A8,36.0
Indiana Jones,2000,A0A5A9,1003.0
Indiana Jones,2000,A0BCAC,35.0
Indiana Jones,2000,A5A9B4,19.0
Indiana Jones,2000,A95500,13.0
Indiana Jones,2000,AA7F2E,57.0
Indiana Jones,2000,AEEFEC,1.0
Indiana Jones,2000,BBA53D,12.0
Indiana Jones,2000,C91A09,212.0
Indiana Jones,2000,D09168,10.0
Indiana Jones,2000,D4D5C9,2.0
Indiana Jones,2000,DBAC34,4.0
Indiana Jones,2000,DF6695,1.0
Indiana Jones,2000,E0E0E0,2.0
Indiana Jones,2000,E4CD9E,565.0
Indiana Jones,2000,F08F1C,9.0
Indiana Jones,2000,F2CD37,79.0
Indiana Jones,2000,F5CD2F,10.0
Indiana Jones,2000,F6D7B3,57.0
Indiana Jones,2000,F8BB3D,2.0
Indiana Jones,2000,F8F184,2.0
Indiana Jones,2000,FCFCFC,48.0
Indiana Jones,2000,FE8A18,8.0
Indiana Jones,2000,FF800D,15.0
Indiana Jones,2000,FFF03A,3.0
Indiana Jones,2000,FFFFFF,360.0
Jack Stone,2000,0020A0,19.0
Jack Stone,2000,0033B2,20.0
Jack Stone,2000,0055BF,20.0
Jack Stone,2000,05131D,305.0
Jack Stone,2000,237841,12.0
Jack Stone,2000,4B9F4A,1.0
Jack Stone,2000,4C61DB,2.0
Jack Stone,2000,635F52,11.0
Jack Stone,2000,6D6E5C,49.0
Jack Stone,2000,9BA19D,143.0
Jack Stone,2000,AEEFEC,9.0
Jack Stone,2000,C91A09,66.0
Jack Stone,2000,CFE2F7,7.0
Jack Stone,2000,E0E0E0,19.0
Jack Stone,2000,F2CD37,113.0
Jack Stone,2000,F8F184,56.0
Jack Stone,2000,FCFCFC,5.0
Jack Stone,2000,FE8A18,50.0
Jack Stone,2000,FF800D,29.0
Jack Stone,2000,FFFFFF,237.0
LEGO Brand Store,2000,0055BF,6.0
LEGO Brand Store,2000,05131D,1.0
LEGO Brand Store,2000,C91A09,72.0
LEGO Brand Store,2000,E4CD9E,8.0
LEGO Brand Store,2000,FFFFFF,19.0
LEGO Brand Store,2010,0020A0,4.0
LEGO Brand Store,2010,0055BF,109.0
LEGO Brand Store,2010,05131D,539.0
LEGO Brand Store,2010,078BC9,2.0
LEGO Brand Store,2010,184632,26.0
LEGO Brand Store,2010,237841,201.0
LEGO Brand Store,2010,352100,13.0
LEGO Brand Store,2010,36AEBF,8.0
LEGO Brand Store,2010,3F3691,2.0
LEGO Brand Store,2010,4B9F4A,3.0
LEGO Brand Store,2010,575857,4.0
LEGO Brand Store,2010,582A12,198.0
LEGO Brand Store,2010,583927,21.0
LEGO Brand Store,2010,5A93DB,6.0
LEGO Brand Store,2010,635F52,21.0
LEGO Brand Store,2010,6C6E68,291.0
LEGO Brand Store,2010,720E0F,14.0
LEGO Brand Store,2010,84B68D,8.0
LEGO Brand Store,2010,898788,35.0
LEGO Brand Store,2010,958A73,8.0
LEGO Brand Store,2010,9B9A5A,5.0
LEGO Brand Store,2010,A0A5A9,371.0
LEGO Brand Store,2010,A5A9B4,4.0
LEGO Brand Store,2010,A95500,2.0
LEGO Brand Store,2010,AA7F2E,7.0
LEGO Brand Store,2010,AEEFEC,8.0
LEGO Brand Store,2010,BBE90B,154.0
LEGO Brand Store,2010,C870A0,6.0
LEGO Brand Store,2010,C91A09,271.0
LEGO Brand Store,2010,D9E4A7,9.0
LEGO Brand Store,2010,E4ADC8,48.0
LEGO Brand Store,2010,E4CD9E,121.0
LEGO Brand Store,2010,F08F1C,4.0
LEGO Brand Store,2010,F2CD37,152.0
LEGO Brand Store,2010,F5CD2F,26.0
LEGO Brand Store,2010,F6D7B3,1.0
LEGO Brand Store,2010,F8BB3D,27.0
LEGO Brand Store,2010,F8F184,2.0
LEGO Brand Store,2010,FCFCFC,42.0
LEGO Brand Store,2010,FE8A18,79.0
LEGO Brand Store,2010,FF800D,3.0
LEGO Brand Store,2010,FFFFFF,576.0
Legends of Chima,2010,0020A0,20.0
Legends of Chima,2010,0055BF,90.0
Legends of Chima,2010,05131D,761.0
Legends of Chima,2010,078BC9,15.0
Legends of Chima,2010,0A3463,32.0
Legends of Chima,2010,184632,60.0
Legends of Chima,2010,237841,110.0
Legends of Chima,2010,352100,47.0
Legends of Chima,2010,36AEBF,5.0
Legends of Chima,2010,3F3691,11.0
Legends of Chima,2010,4B9F4A,9.0
Legends of Chima,2010,575857,65.0
Legends of Chima,2010,582A12,233.0
Legends of Chima,2010,6074A1,4.0
Legends of Chima,2010,6C6E68,522.0
Legends of Chima,2010,720E0F,54.0
Legends of Chima,2010,898788,94.0
Legends of Chima,2010,958A73,49.0
Legends of Chima,2010,9B9A5A,68.0
Legends of Chima,2010,9FC3E9,9.0
Legends of Chima,2010,A0A5A9,342.0
Legends of Chima,2010,A95500,1.0
Legends of Chima,2010,AA7F2E,179.0
Legends of Chima,2010,AEEFEC,358.0
Legends of Chima,2010,BBE90B,47.0
Legends of Chima,2010,C91A09,257.0
Legends of Chima,2010,CC702A,3.0
Legends of Chima,2010,CFE2F7,18.0
Legends of Chima,2010,D9E4A7,5.0
Legends of Chima,2010,E4CD9E,180.0
Legends of Chima,2010,F08F1C,51.0
Legends of Chima,2010,F2CD37,52.0
Legends of Chima,2010,F5CD2F,1.0
Legends of Chima,2010,F8BB3D,43.0
Legends of Chima,2010,F8F184,13.0
Legends of Chima,2010,FCFCFC,1.0
Legends of Chima,2010,FE8A18,14.0
Legends of Chima,2010,FF800D,62.0
Legends of Chima,2010,FFFFFF,466.0
Legoland,1960,05131D,57.0
Legoland,1960,237841,11.0
Legoland,1960,9BA19D,18.0
Legoland,1960,C91A09,131.0
Legoland,1960,FCFCFC,2.0
Legoland,1960,FFFFFF,157.0
Legoland,1970,0055BF,2007.0
Legoland,1970,05131D,2689.0
Legoland,1970,237841,55.0
Legoland,1970,4C61DB,2.0
Legoland,1970,583927,9.0
Legoland,1970,9BA19D,717.0
Legoland,1970,C91A09,2962.0
Legoland,1970,F2CD37,1846.0
Legoland,1970,FCFCFC,483.0
Legoland,1970,FFFFFF,2635.0
Legoland Parks,2000,0055BF,196.0
Legoland Parks,2000,05131D,231.0
Legoland Parks,2000,237841,147.0
Legoland Parks,2000,582A12,126.0
Legoland Parks,2000,583927,120.0
Legoland Parks,2000,6C6E68,35.0
Legoland Parks,2000,A0A5A9,15.0
Legoland Parks,2000,AE7A59,2.0
Legoland Parks,2000,C91A09,203.0
Legoland Parks,2000,E4CD9E,49.0
Legoland Parks,2000,F2CD37,105.0
Legoland Parks,2000,FE8A18,52.0
Legoland Parks,2000,FFFFFF,52.0
Mindstorms,1990,0020A0,13.0
Mindstorms,1990,0055BF,320.0
Mindstorms,1990,008F9B,80.0
Mindstorms,1990,05131D,1917.0
Mindstorms,1990,237841,134.0
Mindstorms,1990,4B9F4A,4.0
Mindstorms,1990,4C61DB,5.0
Mindstorms,1990,583927,2.0
Mindstorms,1990,6D6E5C,206.0
Mindstorms,1990,81007B,42.0
Mindstorms,1990,84B68D,1.0
Mindstorms,1990,9BA19D,2182.0
Mindstorms,1990,A5A9B4,2.0
Mindstorms,1990,C91A09,121.0
Mindstorms,1990,D4D5C9,1.0
Mindstorms,1990,E4CD9E,8.0
Mindstorms,1990,F2CD37,255.0
Mindstorms,1990,F8F184,12.0
Mindstorms,1990,FCFCFC,14.0
Mindstorms,1990,FE8A18,21.0
Mindstorms,1990,FF800D,10.0
Mindstorms,1990,FFFFFF,383.0
Mindstorms,2000,0020A0,16.0
Mindstorms,2000,0055BF,283.0
Mindstorms,2000,008F9B,8.0
Mindstorms,2000,05131D,1859.0
Mindstorms,2000,237841,57.0
Mindstorms,2000,4B9F4A,1.0
Mindstorms,2000,4C61DB,8.0
Mindstorms,2000,575857,3.0
Mindstorms,2000,582A12,2.0
Mindstorms,2000,6C6E68,245.0
Mindstorms,2000,6D6E5C,154.0
Mindstorms,2000,81007B,8.0
Mindstorms,2000,84B68D,5.0
Mindstorms,2000,898788,4.0
Mindstorms,2000,958A73,2.0
Mindstorms,2000,9BA19D,985.0
Mindstorms,2000,9CA3A8,4.0
Mindstorms,2000,A0A5A9,499.0
Mindstorms,2000,AEEFEC,2.0
Mindstorms,2000,B31004,2.0
Mindstorms,2000,BBE90B,16.0
Mindstorms,2000,C91A09,202.0
Mindstorms,2000,E0E0E0,3.0
Mindstorms,2000,E4CD9E,56.0
Mindstorms,2000,E6E3E0,135.0
Mindstorms,2000,F2CD37,209.0
Mindstorms,2000,F5CD2F,8.0
Mindstorms,2000,F8F184,4.0
Mindstorms,2000,FCFCFC,21.0
Mindstorms,2000,FE8A18,24.0
Mindstorms,2000,FF800D,9.0
Mindstorms,2000,FFFFFF,204.0
Mindstorms,2010,0020A0,2.0
Mindstorms,2010,0055BF,279.0
Mindstorms,2010,05131D,1055.0
Mindstorms,2010,237841,8.0
Mindstorms,2010,352100,5.0
Mindstorms,2010,36AEBF,20.0
Mindstorms,2010,4B9F4A,13.0
Mindstorms,2010,4C61DB,1.0
Mindstorms,2010,6C6E68,269.0
Mindstorms,2010,84B68D,2.0
Mindstorms,2010,898788,2.0
Mindstorms,2010,958A73,26.0
Mindstorms,2010,9CA3A8,4.0
Mindstorms,2010,A0A5A9,730.0
Mindstorms,2010,AEEFEC,24.0
Mindstorms,2010,BBE90B,32.0
Mindstorms,2010,C91A09,284.0
Mindstorms,2010,E4CD9E,105.0
Mindstorms,2010,E6E3E0,4.0
Mindstorms,2010,F2CD37,79.0
Mindstorms,2010,F5CD2F,2.0
Mindstorms,2010,F8BB3D,30.0
Mindstorms,2010,F8F184,2.0
Mindstorms,2010,FCFCFC,4.0
Mindstorms,2010,FE8A18,9.0
Mindstorms,2010,FFFFFF,156.0
Mini,2000,0020A0,4.0
Mini,2000,0055BF,32.0
Mini,2000,05131D,67.0
Mini,2000,0A3463,13.0
Mini,2000,582A12,4.0
Mini,2000,6074A1,3.0
Mini,2000,635F52,8.0
Mini,2000,6C6E68,151.0
Mini,2000,720E0F,46.0
Mini,2000,A0A5A9,267.0
Mini,2000,AEEFEC,6.0
Mini,2000,BBE90B,3.0
Mini,2000,C91A09,2.0
Mini,2000,E4CD9E,12.0
