parent_theme_name,decade,rgb,part_quantity
Mini,2000,FCFCFC,16.0
Mini,2000,FFFFFF,122.0
Mini,2010,0020A0,5.0
Mini,2010,0055BF,27.0
Mini,2010,05131D,77.0
Mini,2010,0A3463,31.0
Mini,2010,184632,30.0
Mini,2010,582A12,3.0
Mini,2010,635F52,19.0
Mini,2010,6C6E68,220.0
Mini,2010,720E0F,71.0
Mini,2010,898788,4.0
Mini,2010,958A73,14.0
Mini,2010,9CA3A8,1.0
Mini,2010,A0A5A9,359.0
Mini,2010,A5A9B4,10.0
Mini,2010,AEEFEC,24.0
Mini,2010,C91A09,10.0
Mini,2010,DF6695,1.0
Mini,2010,E4CD9E,50.0
Mini,2010,F08F1C,14.0
Mini,2010,F2CD37,38.0
Mini,2010,F5CD2F,12.0
Mini,2010,F6D7B3,1.0
Mini,2010,F8F184,3.0
Mini,2010,FCFCFC,10.0
Mini,2010,FE8A18,1.0
Mini,2010,FFFFFF,155.0
Mixels,2010,0020A0,36.0
Mixels,2010,0055BF,177.0
Mixels,2010,05131D,1195.0
Mixels,2010,0A3463,54.0
Mixels,2010,184632,15.0
Mixels,2010,237841,118.0
Mixels,2010,352100,40.0
Mixels,2010,36AEBF,68.0
Mixels,2010,3F3691,131.0
Mixels,2010,4B9F4A,7.0
Mixels,2010,575857,6.0
Mixels,2010,582A12,162.0
Mixels,2010,635F52,24.0
Mixels,2010,6C6E68,393.0
Mixels,2010,720E0F,68.0
Mixels,2010,84B68D,14.0
Mixels,2010,898788,78.0
Mixels,2010,958A73,42.0
Mixels,2010,A0A5A9,565.0
Mixels,2010,A5A5CB,2.0
Mixels,2010,A95500,9.0
Mixels,2010,AA7F2E,99.0
Mixels,2010,AC78BA,27.0
Mixels,2010,ADC3C0,29.0
Mixels,2010,AEEFEC,41.0
Mixels,2010,BBE90B,139.0
Mixels,2010,C91A09,342.0
Mixels,2010,CFE2F7,24.0
Mixels,2010,D9D9D9,5.0
Mixels,2010,D9E4A7,1.0
Mixels,2010,E4CD9E,67.0
Mixels,2010,F08F1C,51.0
Mixels,2010,F2CD37,332.0
Mixels,2010,F5CD2F,12.0
Mixels,2010,F8BB3D,66.0
Mixels,2010,F8F184,63.0
Mixels,2010,FCFCFC,15.0
Mixels,2010,FE8A18,106.0
Mixels,2010,FF800D,19.0
Mixels,2010,FFFFFF,626.0
Model,1980,0055BF,135.0
Model,1980,05131D,1692.0
Model,1980,84B68D,1.0
Model,1980,9BA19D,2000.0
Model,1980,C91A09,592.0
Model,1980,F2CD37,839.0
Model,1980,F5CD2F,4.0
Model,1980,FFFFFF,45.0
Model,1990,0020A0,6.0
Model,1990,0055BF,431.0
Model,1990,008F9B,67.0
Model,1990,05131D,12433.0
Model,1990,237841,284.0
Model,1990,6D6E5C,688.0
Model,1990,81007B,1.0
Model,1990,84B68D,9.0
Model,1990,9BA19D,8701.0
Model,1990,A5A9B4,30.0
Model,1990,AEEFEC,1.0
Model,1990,B31004,6.0
Model,1990,C91A09,1522.0
Model,1990,F2CD37,1909.0
Model,1990,F5CD2F,41.0
Model,1990,F8F184,5.0
Model,1990,FCFCFC,76.0
Model,1990,FFFFFF,1127.0
Model,2000,0020A0,40.0
Model,2000,0055BF,3359.0
Model,2000,008F9B,9.0
Model,2000,05131D,17822.0
Model,2000,0A3463,8.0
Model,2000,184632,150.0
Model,2000,237841,507.0
Model,2000,575857,36.0
Model,2000,582A12,241.0
Model,2000,5A93DB,27.0
Model,2000,635F52,46.0
Model,2000,6C6E68,4039.0
Model,2000,6D6E5C,336.0
Model,2000,720E0F,278.0
Model,2000,84B68D,61.0
Model,2000,898788,125.0
Model,2000,899B5F,23.0
Model,2000,958A73,8.0
Model,2000,9BA19D,2294.0
Model,2000,9CA3A8,54.0
Model,2000,A0A5A9,10361.0
Model,2000,A5A9B4,158.0
Model,2000,A95500,1.0
Model,2000,AEEFEC,21.0
Model,2000,BBE90B,230.0
Model,2000,BDC6AD,2.0
Model,2000,C91A09,4024.0
Model,2000,CFE2F7,4.0
Model,2000,D4D5C9,9.0
Model,2000,DBAC34,1.0
Model,2000,E0E0E0,4.0
Model,2000,E4CD9E,1290.0
Model,2000,F08F1C,179.0
Model,2000,F2CD37,3464.0
Model,2000,F5CD2F,93.0
Model,2000,F8BB3D,1.0
Model,2000,F8F184,38.0
Model,2000,FCFCFC,374.0
Model,2000,FE8A18,116.0
Model,2000,FF800D,45.0
Model,2000,FFFFFF,2064.0
Model,2010,0020A0,5.0
Model,2010,0055BF,3638.0
Model,2010,05131D,9734.0
Model,2010,0A3463,164.0
Model,2010,184632,15.0
Model,2010,237841,183.0
Model,2010,352100,16.0
Model,2010,4B9F4A,116.0
Model,2010,582A12,343.0
Model,2010,5A93DB,188.0
Model,2010,635F52,601.0
Model,2010,6C6E68,3096.0
Model,2010,720E0F,81.0
Model,2010,84B68D,5.0
Model,2010,898788,61.0
Model,2010,958A73,545.0
Model,2010,9CA3A8,7.0
Model,2010,A0A5A9,6496.0
Model,2010,A0BCAC,36.0
Model,2010,A5A9B4,44.0
Model,2010,A95500,3.0
Model,2010,AA7F2E,147.0
Model,2010,AEEFEC,8.0
Model,2010,BBE90B,87.0
Model,2010,C91A09,2296.0
Model,2010,CC702A,7.0
Model,2010,D9E4A7,3.0
Model,2010,E4CD9E,2784.0
Model,2010,F08F1C,107.0
Model,2010,F2CD37,2354.0
Model,2010,F5CD2F,30.0
Model,2010,F8BB3D,9.0
Model,2010,F8F184,3.0
Model,2010,FCFCFC,355.0
Model,2010,FE8A18,141.0
Model,2010,FF800D,13.0
Model,2010,FFFFFF,1651.0
Modular Buildings,2010,0020A0,4.0
Modular Buildings,2010,0055BF,42.0
Modular Buildings,2010,05131D,316.0
Modular Buildings,2010,0A3463,73.0
Modular Buildings,2010,184632,29.0
Modular Buildings,2010,237841,50.0
Modular Buildings,2010,352100,5.0
Modular Buildings,2010,36AEBF,4.0
Modular Buildings,2010,3F3691,3.0
Modular Buildings,2010,4B9F4A,38.0
Modular Buildings,2010,582A12,117.0
Modular Buildings,2010,5A93DB,41.0
Modular Buildings,2010,6074A1,12.0
Modular Buildings,2010,635F52,7.0
Modular Buildings,2010,6C6E68,251.0
Modular Buildings,2010,720E0F,81.0
Modular Buildings,2010,84B68D,39.0
Modular Buildings,2010,898788,15.0
Modular Buildings,2010,923978,2.0
Modular Buildings,2010,958A73,93.0
Modular Buildings,2010,A0A5A9,562.0
Modular Buildings,2010,A0BCAC,50.0
Modular Buildings,2010,A95500,1.0
Modular Buildings,2010,AA7F2E,4.0
Modular Buildings,2010,AEEFEC,33.0
Modular Buildings,2010,BBE90B,8.0
Modular Buildings,2010,C870A0,3.0
Modular Buildings,2010,C91A09,102.0
Modular Buildings,2010,CC702A,16.0
Modular Buildings,2010,DFEEA5,2.0
Modular Buildings,2010,E4ADC8,3.0
Modular Buildings,2010,E4CD9E,259.0
Modular Buildings,2010,F2CD37,57.0
Modular Buildings,2010,F5CD2F,21.0
Modular Buildings,2010,FCFCFC,285.0
Modular Buildings,2010,FE8A18,6.0
Modular Buildings,2010,FFFFFF,297.0
Ninjago,2010,0020A0,2.0
Ninjago,2010,0055BF,16.0
Ninjago,2010,05131D,250.0
Ninjago,2010,078BC9,1.0
Ninjago,2010,0A3463,10.0
Ninjago,2010,184632,6.0
Ninjago,2010,237841,6.0
Ninjago,2010,352100,1.0
Ninjago,2010,575857,4.0
Ninjago,2010,582A12,74.0
Ninjago,2010,5A93DB,4.0
Ninjago,2010,635F52,1.0
Ninjago,2010,6C6E68,117.0
Ninjago,2010,720E0F,1.0
Ninjago,2010,898788,12.0
Ninjago,2010,958A73,11.0
Ninjago,2010,A0A5A9,125.0
Ninjago,2010,A0BCAC,27.0
Ninjago,2010,AA7F2E,77.0
Ninjago,2010,AEEFEC,3.0
Ninjago,2010,C91A09,56.0
Ninjago,2010,DFEEA5,19.0
Ninjago,2010,E4CD9E,45.0
Ninjago,2010,F08F1C,3.0
Ninjago,2010,F2CD37,2.0
Ninjago,2010,F5CD2F,1.0
Ninjago,2010,F8F184,6.0
Ninjago,2010,FCFCFC,16.0
Ninjago,2010,FE8A18,6.0
Ninjago,2010,FFFFFF,29.0
Pirates,1980,0055BF,15.0
Pirates,1980,05131D,684.0
Pirates,1980,237841,28.0
Pirates,1980,583927,122.0
Pirates,1980,6D6E5C,41.0
Pirates,1980,9BA19D,106.0
Pirates,1980,BBA53D,48.0
Pirates,1980,C91A09,38.0
Pirates,1980,F2CD37,157.0
Pirates,1980,F5CD2F,15.0
Pirates,1980,FFFFFF,70.0
Pirates,1990,0055BF,146.0
Pirates,1990,05131D,1729.0
Pirates,1990,237841,131.0
Pirates,1990,583927,385.0
Pirates,1990,6D6E5C,155.0
Pirates,1990,84B68D,3.0
Pirates,1990,9BA19D,838.0
Pirates,1990,BBA53D,126.0
Pirates,1990,C91A09,295.0
Pirates,1990,E0E0E0,2.0
Pirates,1990,F2CD37,373.0
Pirates,1990,F5CD2F,23.0
Pirates,1990,FCFCFC,7.0
Pirates,1990,FF800D,4.0
Pirates,1990,FFFFFF,455.0
Pirates,2000,0020A0,1.0
Pirates,2000,0055BF,95.0
Pirates,2000,05131D,613.0
Pirates,2000,0A3463,8.0
Pirates,2000,184632,34.0
Pirates,2000,237841,31.0
Pirates,2000,352100,42.0
Pirates,2000,575857,7.0
Pirates,2000,582A12,315.0
Pirates,2000,583927,20.0
Pirates,2000,6C6E68,139.0
Pirates,2000,6D6E5C,27.0
Pirates,2000,720E0F,51.0
Pirates,2000,84B68D,4.0
Pirates,2000,958A73,13.0
Pirates,2000,9BA19D,68.0
Pirates,2000,9CA3A8,4.0
Pirates,2000,A0A5A9,139.0
Pirates,2000,AA7F2E,100.0
Pirates,2000,AEEFEC,2.0
Pirates,2000,BBA53D,28.0
Pirates,2000,C91A09,87.0
Pirates,2000,DF6695,2.0
Pirates,2000,E4CD9E,137.0
Pirates,2000,F08F1C,1.0
Pirates,2000,F2CD37,87.0
Pirates,2000,F5CD2F,11.0
Pirates,2000,F8BB3D,1.0
Pirates,2000,F8F184,1.0
Pirates,2000,FCFCFC,2.0
Pirates,2000,FF800D,4.0
Pirates,2000,FFFFFF,313.0
Pirates,2010,0020A0,4.0
Pirates,2010,0055BF,136.0
Pirates,2010,05131D,839.0
Pirates,2010,0A3463,55.0
Pirates,2010,184632,3.0
Pirates,2010,237841,9.0
Pirates,2010,352100,261.0
Pirates,2010,575857,11.0
Pirates,2010,582A12,593.0
Pirates,2010,5A93DB,28.0
Pirates,2010,635F52,2.0
Pirates,2010,6C6E68,296.0
Pirates,2010,720E0F,24.0
Pirates,2010,84B68D,10.0
Pirates,2010,898788,2.0
Pirates,2010,958A73,106.0
Pirates,2010,9CA3A8,15.0
Pirates,2010,A0A5A9,476.0
Pirates,2010,A95500,2.0
Pirates,2010,AA7F2E,178.0
Pirates,2010,AEEFEC,2.0
Pirates,2010,BBA53D,9.0
Pirates,2010,BBE90B,12.0
Pirates,2010,C91A09,238.0
Pirates,2010,CC702A,1.0
Pirates,2010,E4CD9E,217.0
Pirates,2010,F08F1C,12.0
Pirates,2010,F2CD37,53.0
Pirates,2010,F5CD2F,18.0
Pirates,2010,F8BB3D,1.0
Pirates,2010,FCFCFC,4.0
Pirates,2010,FE8A18,4.0
Pirates,2010,FF800D,4.0
Pirates,2010,FFF03A,1.0
Pirates,2010,FFFFFF,393.0
Pirates I,1980,0055BF,42.0
Pirates I,1980,05131D,347.0
Pirates I,1980,237841,12.0
Pirates I,1980,583927,70.0
Pirates I,1980,6D6E5C,24.0
Pirates I,1980,9BA19D,58.0
Pirates I,1980,BBA53D,16.0
Pirates I,1980,C91A09,25.0
Pirates I,1980,F2CD37,173.0
Pirates I,1980,F5CD2F,8.0
Pirates I,1980,FCFCFC,1.0
Pirates I,1980,FFFFFF,265.0
Pirates I,1990,0020A0,4.0
Pirates I,1990,0055BF,21.0
Pirates I,1990,05131D,444.0
Pirates I,1990,237841,106.0
Pirates I,1990,583927,120.0
Pirates I,1990,6D6E5C,24.0
Pirates I,1990,9BA19D,248.0
Pirates I,1990,BBA53D,36.0
Pirates I,1990,C91A09,207.0
Pirates I,1990,E0E0E0,1.0
Pirates I,1990,F2CD37,148.0
Pirates I,1990,F5CD2F,5.0
Pirates I,1990,FF800D,6.0
Pirates I,1990,FFFFFF,264.0
Pirates I,2000,0055BF,10.0
Pirates I,2000,05131D,247.0
Pirates I,2000,237841,53.0
Pirates I,2000,583927,41.0
Pirates I,2000,6D6E5C,9.0
Pirates I,2000,9BA19D,129.0
Pirates I,2000,BBA53D,16.0
Pirates I,2000,C91A09,96.0
Pirates I,2000,E0E0E0,1.0
Pirates I,2000,F2CD37,38.0
Pirates I,2000,F5CD2F,2.0
Pirates I,2000,FF800D,4.0
Pirates I,2000,FFFFFF,98.0
Planet Series 4,2010,05131D,44.0
Planet Series 4,2010,078BC9,2.0
Planet Series 4,2010,582A12,1.0
Planet Series 4,2010,635F52,3.0
Planet Series 4,2010,6C6E68,30.0
Planet Series 4,2010,720E0F,13.0
Planet Series 4,2010,898788,1.0
Planet Series 4,2010,9FC3E9,2.0
Planet Series 4,2010,A0A5A9,85.0
Planet Series 4,2010,C91A09,2.0
Planet Series 4,2010,E4CD9E,1.0
Planet Series 4,2010,F08F1C,5.0
Planet Series 4,2010,F5CD2F,13.0
Planet Series 4,2010,F6D7B3,3.0
Planet Series 4,2010,F8F184,2.0
Planet Series 4,2010,FE8A18,13.0
Planet Series 4,2010,FFFFFF,59.0
Racers,1990,0020A0,2.0
Racers,1990,05131D,220.0
Racers,1990,237841,100.0
Racers,1990,4C61DB,3.0
Racers,1990,9BA19D,30.0
Racers,1990,AEEFEC,4.0
Racers,1990,C91A09,84.0
Racers,1990,E0E0E0,32.0
Racers,1990,F2CD37,116.0
Racers,2000,0020A0,53.0
Racers,2000,0055BF,1694.0
Racers,2000,008F9B,4.0
Racers,2000,05131D,14278.0
Racers,2000,0A3463,9.0
Racers,2000,184632,6.0
Racers,2000,237841,189.0
Racers,2000,3F3691,3.0
Racers,2000,4354A3,4.0
Racers,2000,4B9F4A,12.0
Racers,2000,4C61DB,17.0
Racers,2000,575857,138.0
Racers,2000,582A12,8.0
Racers,2000,583927,40.0
Racers,2000,5A93DB,86.0
Racers,2000,6074A1,1.0
Racers,2000,635F52,142.0
Racers,2000,6C6E68,1766.0
Racers,2000,6D6E5C,456.0
Racers,2000,720E0F,5.0
Racers,2000,81007B,6.0
Racers,2000,845E84,2.0
Racers,2000,84B68D,40.0
Racers,2000,898788,165.0
Racers,2000,958A73,18.0
Racers,2000,9BA19D,1517.0
Racers,2000,9CA3A8,122.0
Racers,2000,A0A5A9,3843.0
Racers,2000,A5A9B4,257.0
Racers,2000,AEEFEC,55.0
Racers,2000,B4D2E3,5.0
Racers,2000,BBA53D,1.0
Racers,2000,BBE90B,395.0
Racers,2000,BDC6AD,41.0
Racers,2000,C7D23C,2.0
Racers,2000,C870A0,1.0
Racers,2000,C91A09,7285.0
Racers,2000,CFE2F7,4.0
Racers,2000,D4D5C9,1.0
Racers,2000,DBAC34,2.0
Racers,2000,E0E0E0,9.0
Racers,2000,E4CD9E,332.0
Racers,2000,F08F1C,50.0
Racers,2000,F2CD37,2052.0
Racers,2000,F5CD2F,83.0
Racers,2000,F6D7B3,21.0
Racers,2000,F8F184,64.0
Racers,2000,FCFCFC,151.0
Racers,2000,FE8A18,405.0
Racers,2000,FF800D,33.0
Racers,2000,FFA70B,29.0
Racers,2000,FFFFFF,2475.0
Racers,2010,0020A0,31.0
Racers,2010,0055BF,429.0
Racers,2010,05131D,2071.0
Racers,2010,0A3463,80.0
Racers,2010,184632,2.0
Racers,2010,237841,59.0
Racers,2010,352100,1.0
Racers,2010,582A12,8.0
Racers,2010,5A93DB,13.0
Racers,2010,635F52,28.0
Racers,2010,6C6E68,577.0
Racers,2010,720E0F,12.0
Racers,2010,84B68D,10.0
Racers,2010,958A73,17.0
Racers,2010,9CA3A8,49.0
Racers,2010,A0A5A9,669.0
Racers,2010,A5A9B4,17.0
Racers,2010,AA7F2E,2.0
Racers,2010,BBE90B,240.0
Racers,2010,C91A09,557.0
Racers,2010,CFE2F7,2.0
Racers,2010,E4CD9E,50.0
Racers,2010,F08F1C,32.0
Racers,2010,F2CD37,275.0
Racers,2010,F5CD2F,41.0
Racers,2010,F8F184,2.0
Racers,2010,FCFCFC,34.0
Racers,2010,FE8A18,66.0
Racers,2010,FF800D,4.0
Racers,2010,FFFFFF,643.0
Sculptures,2000,0055BF,116.0
Sculptures,2000,05131D,2468.0
Sculptures,2000,237841,72.0
Sculptures,2000,582A12,38.0
Sculptures,2000,5A93DB,79.0
Sculptures,2000,6C6E68,1652.0
Sculptures,2000,A0A5A9,1354.0
Sculptures,2000,A5A9B4,3.0
Sculptures,2000,BBE90B,64.0
Sculptures,2000,C870A0,19.0
Sculptures,2000,C91A09,153.0
Sculptures,2000,F2CD37,75.0
Sculptures,2000,F5CD2F,3.0
Sculptures,2000,F8F184,3.0
Sculptures,2000,FCFCFC,3.0
Sculptures,2000,FE8A18,56.0
Sculptures,2000,FFFFFF,4052.0
Sculptures,2010,05131D,900.0
Sculptures,2010,6C6E68,900.0
Sculptures,2010,A0A5A9,901.0
Sculptures,2010,F2CD37,900.0
Sculptures,2010,FE8A18,1.0
Sculptures,2010,FFFFFF,900.0
Seasonal,1970,0055BF,19.0
Seasonal,1970,05131D,14.0
Seasonal,1970,237841,1.0
Seasonal,1970,C91A09,32.0
Seasonal,1970,F2CD37,8.0
Seasonal,1970,FFFFFF,33.0
Seasonal,1980,05131D,28.0
Seasonal,1980,C91A09,48.0
Seasonal,1980,F2CD37,20.0
Seasonal,1980,FCFCFC,3.0
Seasonal,1980,FFFFFF,109.0
Seasonal,1990,0020A0,6.0
Seasonal,1990,0055BF,64.0
Seasonal,1990,05131D,208.0
Seasonal,1990,237841,43.0
Seasonal,1990,4B9F4A,1.0
Seasonal,1990,6D6E5C,2.0
Seasonal,1990,84B68D,8.0
Seasonal,1990,9BA19D,46.0
Seasonal,1990,AEEFEC,1.0
Seasonal,1990,C91A09,207.0
Seasonal,1990,F2CD37,189.0
Seasonal,1990,FCFCFC,20.0
Seasonal,1990,FE8A18,71.0
Seasonal,1990,FFFFFF,223.0
Seasonal,2000,0020A0,21.0
Seasonal,2000,0055BF,273.0
Seasonal,2000,008F9B,4.0
Seasonal,2000,05131D,340.0
Seasonal,2000,0A3463,1.0
Seasonal,2000,184632,16.0
Seasonal,2000,237841,280.0
Seasonal,2000,352100,1.0
Seasonal,2000,3F3691,17.0
Seasonal,2000,4B9F4A,8.0
Seasonal,2000,582A12,115.0
Seasonal,2000,583927,31.0
Seasonal,2000,6074A1,4.0
Seasonal,2000,635F52,2.0
Seasonal,2000,6C6E68,110.0
Seasonal,2000,6D6E5C,19.0
Seasonal,2000,720E0F,23.0
Seasonal,2000,84B68D,21.0
Seasonal,2000,958A73,18.0
Seasonal,2000,9BA19D,29.0
Seasonal,2000,A0A5A9,115.0
Seasonal,2000,A5A5CB,2.0
Seasonal,2000,AA7F2E,7.0
Seasonal,2000,AEEFEC,1.0
Seasonal,2000,BBA53D,2.0
Seasonal,2000,C870A0,10.0
Seasonal,2000,C91A09,613.0
Seasonal,2000,E4CD9E,46.0
Seasonal,2000,F08F1C,7.0
Seasonal,2000,F2CD37,412.0
Seasonal,2000,F5CD2F,29.0
Seasonal,2000,F8F184,2.0
Seasonal,2000,FCFCFC,80.0
Seasonal,2000,FE8A18,81.0
Seasonal,2000,FF800D,5.0
Seasonal,2000,FFFFFF,691.0
Seasonal,2010,0020A0,36.0
Seasonal,2010,0055BF,213.0
Seasonal,2010,05131D,1545.0
Seasonal,2010,078BC9,3.0
Seasonal,2010,0A3463,221.0
Seasonal,2010,184632,152.0
Seasonal,2010,237841,600.0
Seasonal,2010,352100,75.0
Seasonal,2010,36AEBF,4.0
Seasonal,2010,3F3691,37.0
Seasonal,2010,4B9F4A,67.0
Seasonal,2010,582A12,1094.0
Seasonal,2010,583927,1.0
Seasonal,2010,5A93DB,272.0
Seasonal,2010,6074A1,8.0
Seasonal,2010,635F52,9.0
Seasonal,2010,6C6E68,608.0
Seasonal,2010,720E0F,305.0
Seasonal,2010,7C503A,1.0
Seasonal,2010,84B68D,51.0
Seasonal,2010,898788,45.0
Seasonal,2010,923978,8.0
Seasonal,2010,958A73,279.0
Seasonal,2010,9B9A5A,5.0
Seasonal,2010,9CA3A8,2.0
Seasonal,2010,9FC3E9,4.0
Seasonal,2010,A0A5A9,1091.0
Seasonal,2010,A0BCAC,28.0
Seasonal,2010,A5A5CB,2.0
Seasonal,2010,A5A9B4,2.0
Seasonal,2010,A95500,21.0
Seasonal,2010,AA7F2E,263.0
Seasonal,2010,AC78BA,13.0
Seasonal,2010,AEEFEC,46.0
Seasonal,2010,BBA53D,3.0
Seasonal,2010,BBE90B,101.0
Seasonal,2010,C870A0,16.0
Seasonal,2010,C91A09,1192.0
Seasonal,2010,CC702A,75.0
Seasonal,2010,CFE2F7,2.0
Seasonal,2010,D09168,1.0
Seasonal,2010,D9D9D9,1.0
Seasonal,2010,D9E4A7,4.0
Seasonal,2010,DBAC34,16.0
Seasonal,2010,DF6695,6.0
Seasonal,2010,DFEEA5,3.0
Seasonal,2010,E0E0E0,4.0
Seasonal,2010,E1D5ED,7.0
Seasonal,2010,E4ADC8,67.0
Seasonal,2010,E4CD9E,897.0
Seasonal,2010,F08F1C,83.0
Seasonal,2010,F2CD37,455.0
Seasonal,2010,F5CD2F,96.0
Seasonal,2010,F8BB3D,59.0
Seasonal,2010,F8F184,3.0
Seasonal,2010,FCFCFC,181.0
Seasonal,2010,FE8A18,221.0
Seasonal,2010,FF800D,8.0
Seasonal,2010,FFF03A,11.0
Seasonal,2010,FFFFFF,1817.0
Service Packs,1970,0055BF,7.0
Service Packs,1970,05131D,47.0
Service Packs,1970,9BA19D,29.0
Service Packs,1970,C91A09,36.0
Service Packs,1970,F2CD37,4.0
Service Packs,1980,0055BF,147.0
Service Packs,1980,05131D,723.0
Service Packs,1980,237841,6.0
Service Packs,1980,583927,14.0
Service Packs,1980,6D6E5C,10.0
Service Packs,1980,84B68D,2.0
Service Packs,1980,9BA19D,587.0
Service Packs,1980,C91A09,177.0
Service Packs,1980,F2CD37,78.0
Service Packs,1980,F5CD2F,4.0
Service Packs,1980,FCFCFC,4.0
Service Packs,1980,FFFFFF,19.0
Service Packs,1990,0020A0,15.0
Service Packs,1990,0055BF,44.0
Service Packs,1990,008F9B,1.0
Service Packs,1990,05131D,509.0
Service Packs,1990,237841,20.0
Service Packs,1990,4B9F4A,8.0
Service Packs,1990,4C61DB,4.0
Service Packs,1990,55A5AF,1.0
Service Packs,1990,583927,59.0
Service Packs,1990,5A93DB,5.0
Service Packs,1990,6C96BF,1.0
Service Packs,1990,6D6E5C,134.0
Service Packs,1990,73DCA1,7.0
Service Packs,1990,84B68D,10.0
Service Packs,1990,9BA19D,395.0
Service Packs,1990,A5A9B4,2.0
Service Packs,1990,AEEFEC,11.0
Service Packs,1990,BBA53D,43.0
Service Packs,1990,BBE90B,1.0
Service Packs,1990,C2DAB8,9.0
Service Packs,1990,C7D23C,2.0
Service Packs,1990,C870A0,8.0
Service Packs,1990,C91A09,118.0
Service Packs,1990,C9CAE2,4.0
Service Packs,1990,D4D5C9,3.0
Service Packs,1990,E0E0E0,17.0
Service Packs,1990,E4CD9E,6.0
Service Packs,1990,F2705E,3.0
Service Packs,1990,F2CD37,82.0
Service Packs,1990,F5CD2F,17.0
Service Packs,1990,F8F184,14.0
Service Packs,1990,FA9C1C,7.0
Service Packs,1990,FBE696,3.0
Service Packs,1990,FC97AC,6.0
Service Packs,1990,FCFCFC,18.0
Service Packs,1990,FE8A18,9.0
Service Packs,1990,FEBABD,5.0
Service Packs,1990,FECCCF,3.0
Service Packs,1990,FF800D,20.0
Service Packs,1990,FFA70B,3.0
Service Packs,1990,FFFFFF,191.0
Service Packs,2000,0055BF,28.0
Service Packs,2000,05131D,1157.0
Service Packs,2000,237841,75.0
Service Packs,2000,6074A1,1.0
Service Packs,2000,6C6E68,267.0
Service Packs,2000,6C96BF,2.0
Service Packs,2000,6D6E5C,219.0
Service Packs,2000,9BA19D,1663.0
Service Packs,2000,A0A5A9,180.0
Service Packs,2000,A0BCAC,2.0
Service Packs,2000,C91A09,202.0
Service Packs,2000,DF6695,4.0
Service Packs,2000,E0E0E0,1.0
Service Packs,2000,E4CD9E,100.0
Service Packs,2000,F2CD37,13.0
Service Packs,2000,F8F184,2.0
Service Packs,2000,FCFCFC,16.0
Service Packs,2000,FE8A18,17.0
Service Packs,2000,FF800D,4.0
Service Packs,2000,FFFFFF,18.0
Service Packs,2010,0033B2,1.0
Service Packs,2010,0055BF,10.0
Service Packs,2010,05131D,12.0
Service Packs,2010,6C6E68,12.0
Service Packs,2010,A0A5A9,12.0
Service Packs,2010,C2DAB8,3.0
Service Packs,2010,C91A09,4.0
Service Packs,2010,FFFFFF,1.0
Space,1970,0020A0,2.0
Space,1970,0055BF,827.0
Space,1970,05131D,161.0
Space,1970,84B68D,36.0
Space,1970,9BA19D,1025.0
Space,1970,C91A09,159.0
Space,1970,F2CD37,91.0
Space,1970,F5CD2F,96.0
Space,1970,FCFCFC,10.0
Space,1970,FFFFFF,150.0
Space,1980,0020A0,163.0
Space,1980,0055BF,2207.0
Space,1980,05131D,4164.0
Space,1980,6D6E5C,2.0
Space,1980,84B68D,139.0
Space,1980,9BA19D,2217.0
Space,1980,C91A09,1029.0
Space,1980,F2CD37,615.0
Space,1980,F5CD2F,184.0
Space,1980,FCFCFC,1.0
Space,1980,FFFFFF,2921.0
Space,1990,0020A0,223.0
Space,1990,0055BF,1008.0
Space,1990,05131D,5872.0
Space,1990,237841,10.0
Space,1990,6D6E5C,458.0
Space,1990,84B68D,79.0
Space,1990,9BA19D,1585.0
Space,1990,C91A09,1163.0
Space,1990,DBAC34,1.0
Space,1990,F2CD37,158.0
Space,1990,F5CD2F,2.0
Space,1990,F8F184,1052.0
Space,1990,FCFCFC,27.0
Space,1990,FF800D,190.0
Space,1990,FFFFFF,1603.0
Space,2000,0020A0,233.0
Space,2000,0055BF,555.0
Space,2000,008F9B,77.0
Space,2000,05131D,2931.0
Space,2000,237841,40.0
Space,2000,352100,1.0
Space,2000,4B9F4A,8.0
Space,2000,575857,1.0
Space,2000,582A12,47.0
Space,2000,583927,68.0
Space,2000,5A93DB,19.0
Space,2000,6074A1,38.0
Space,2000,635F52,16.0
Space,2000,6C6E68,913.0
Space,2000,6C96BF,7.0
Space,2000,6D6E5C,429.0
Space,2000,73DCA1,4.0
Space,2000,81007B,2.0
Space,2000,845E84,51.0
Space,2000,84B68D,152.0
Space,2000,898788,10.0
Space,2000,9BA19D,483.0
Space,2000,9CA3A8,29.0
Space,2000,A0A5A9,998.0
Space,2000,A0BCAC,17.0
Space,2000,BBE90B,146.0
Space,2000,C91A09,585.0
Space,2000,CFE2F7,3.0
Space,2000,D4D5C9,1.0
Space,2000,D67572,45.0
Space,2000,DBAC34,49.0
Space,2000,E4CD9E,156.0
Space,2000,F08F1C,95.0
Space,2000,F2CD37,184.0
Space,2000,F5CD2F,7.0
Space,2000,F8F184,294.0
Space,2000,FCFCFC,35.0
Space,2000,FE8A18,442.0
Space,2000,FF800D,101.0
Space,2000,FFFFFF,2013.0
Space,2010,0020A0,65.0
Space,2010,0055BF,526.0
Space,2010,05131D,1555.0
Space,2010,078BC9,138.0
Space,2010,0A3463,80.0
Space,2010,184632,59.0
Space,2010,237841,7.0
Space,2010,352100,4.0
Space,2010,3F3691,113.0
Space,2010,4B9F4A,28.0
Space,2010,575857,25.0
Space,2010,582A12,27.0
